GOterm	NCBITaxon:10090	NCBITaxon:33090	NCBITaxon:3702	NCBITaxon:40674
GO:0051266	1	1	1	1
GO:0051267	1	1	1	1
GO:0051268	1	1	1	1
GO:0051269	1	1	1	1
GO:0051270	1	1	1	1
GO:0051271	1	1	1	1
GO:0051272	1	1	1	1
GO:0051273	1	1	1	1
GO:0051274	1	1	1	1
GO:0051275	1	1	1	1
GO:0051276	1	1	1	1
GO:0051278	0	0	0	0
GO:0051279	1	1	1	1
GO:0051280	1	1	1	1
GO:0051281	1	1	1	1
GO:0051282	1	1	1	1
GO:0051283	1	1	1	1
GO:0051284	1	1	1	1
GO:0051285	1	1	1	1
GO:0051286	1	1	1	1
GO:0051287	1	1	1	1
GO:0051289	1	1	1	1
GO:0051290	1	1	1	1
GO:0051291	1	1	1	1
GO:0051292	1	1	1	1
GO:0051293	1	1	1	1
GO:0051294	1	1	1	1
GO:0051295	1	1	1	1
GO:0051296	1	1	1	1
GO:0051298	1	1	1	1
GO:0051299	1	1	1	1
GO:0051300	0	0	0	0
GO:0051301	1	1	1	1
GO:0051302	1	1	1	1
GO:0051303	1	1	1	1
GO:0051304	1	1	1	1
GO:0051305	1	1	1	1
GO:0051306	1	1	1	1
GO:0051307	1	1	1	1
GO:0051308	1	1	1	1
GO:0051309	1	1	1	1
GO:0051310	1	1	1	1
GO:0051311	1	1	1	1
GO:0051312	1	1	1	1
GO:0051315	1	1	1	1
GO:0051316	1	1	1	1
GO:0051318	1	1	1	1
GO:0051319	1	1	1	1
GO:0051320	1	1	1	1
GO:0051321	1	1	1	1
GO:0051322	1	1	1	1
GO:0051323	1	1	1	1
GO:0051324	1	1	1	1
GO:0051325	1	1	1	1
GO:0051326	1	1	1	1
GO:0051327	1	1	1	1
GO:0051328	1	1	1	1
GO:0051329	1	1	1	1
GO:0051330	1	1	1	1
GO:0051331	1	1	1	1
GO:0051332	1	1	1	1
GO:0051333	1	1	1	1
GO:0051334	1	1	1	1
GO:0051335	1	1	1	1
GO:0051336	1	1	1	1
GO:0051337	1	1	1	1
GO:0051338	1	1	1	1
GO:0051339	1	1	1	1
GO:0051340	1	1	1	1
GO:0051341	1	1	1	1
GO:0051342	1	1	1	1
GO:0051343	1	1	1	1
GO:0051344	1	1	1	1
GO:0051345	1	1	1	1
GO:0051346	1	1	1	1
GO:0051347	1	1	1	1
GO:0051348	1	1	1	1
GO:0051349	1	1	1	1
GO:0051350	1	1	1	1
GO:0051351	1	1	1	1
GO:0051352	1	1	1	1
GO:0051353	1	1	1	1
GO:0051354	1	1	1	1
GO:0051355	1	0	0	1
GO:0051356	1	0	0	1
GO:0051357	1	1	1	1
GO:0051358	1	1	1	1
GO:0051359	1	1	1	1
GO:0051360	1	1	1	1
GO:0051361	1	1	1	1
GO:0051362	1	1	1	1
GO:0051363	0	0	0	0
GO:0051364	1	1	1	1
GO:0051365	1	1	1	1
GO:0051366	1	1	1	1
GO:0051367	1	1	1	1
GO:0051368	1	1	1	1
GO:0051369	1	1	1	1
GO:0051371	1	1	1	1
GO:0051373	1	1	1	1
GO:0051377	1	1	1	1
GO:0051378	1	1	1	1
GO:0051379	1	1	1	1
GO:0051380	1	1	1	1
GO:0051381	1	1	1	1
GO:0051382	1	1	1	1
GO:0051383	1	1	1	1
GO:0051384	1	1	1	1
GO:0051385	1	1	1	1
GO:0051386	1	1	1	1
GO:0051387	1	1	1	1
GO:0051388	1	1	1	1
GO:0051389	1	1	1	1
GO:0051390	1	1	1	1
GO:0051391	1	1	1	1
GO:0051392	1	1	1	1
GO:0051393	1	1	1	1
GO:0051394	1	1	1	1
GO:0051395	1	1	1	1
GO:0051396	1	1	1	1
GO:0051400	1	1	1	1
GO:0051401	1	1	1	1
GO:0051402	1	0	0	1
GO:0051403	1	1	1	1
GO:0051407	1	1	1	1
GO:0051408	1	1	1	1
GO:0051409	1	1	1	1
GO:0051410	1	1	1	1
GO:0051412	1	1	1	1
GO:0051413	1	1	1	1
GO:0051414	1	1	1	1
GO:0051415	1	1	1	1
GO:0051417	0	0	0	0
GO:0051418	1	1	1	1
GO:0051421	1	1	1	1
GO:0051422	1	1	1	1
GO:0051423	1	1	1	1
GO:0051424	1	1	1	1
GO:0051425	1	1	1	1
GO:0051427	1	1	1	1
GO:0051428	1	1	1	1
GO:0051429	1	1	1	1
GO:0051430	1	1	1	1
GO:0051431	1	1	1	1
GO:0051432	1	1	1	1
GO:0051433	1	1	1	1
GO:0051434	1	1	1	1
GO:0051435	1	1	1	1
GO:0051438	1	1	1	1
GO:0051443	1	1	1	1
GO:0051444	1	1	1	1
GO:0051445	1	1	1	1
GO:0051446	1	1	1	1
GO:0051447	1	1	1	1
GO:0051448	1	1	1	1
GO:0051449	1	1	1	1
GO:0051450	1	1	1	1
GO:0051451	1	1	1	1
GO:0051452	1	1	1	1
GO:0051453	1	1	1	1
GO:0051454	1	1	1	1
GO:0051455	1	1	1	1
GO:0051456	1	1	1	1
GO:0051457	1	1	1	1
GO:0051458	1	1	1	1
GO:0051459	1	1	1	1
GO:0051460	1	1	1	1
GO:0051461	1	1	1	1
GO:0051462	1	1	1	1
GO:0051463	1	1	1	1
GO:0051464	1	1	1	1
GO:0051465	1	1	1	1
GO:0051466	1	1	1	1
GO:0051467	1	1	1	1
GO:0051468	1	1	1	1
GO:0051469	1	1	1	1
GO:0051470	1	1	1	1
GO:0051471	1	1	1	1
GO:0051472	1	1	1	1
GO:0051473	1	1	1	1
GO:0051474	1	1	1	1
GO:0051475	1	1	1	1
GO:0051476	1	1	1	1
GO:0051477	1	1	1	1
GO:0051478	1	1	1	1
GO:0051479	1	1	1	1
GO:0051480	1	1	1	1
GO:0051481	1	1	1	1
GO:0051482	1	1	1	1
GO:0051483	1	1	1	1
GO:0051484	1	1	1	1
GO:0051485	1	1	1	1
GO:0051486	1	1	1	1
GO:0051489	1	1	1	1
GO:0051490	1	1	1	1
GO:0051491	1	1	1	1
GO:0051492	1	1	1	1
GO:0051493	1	1	1	1
GO:0051494	1	1	1	1
GO:0051495	1	1	1	1
GO:0051496	1	1	1	1
GO:0051497	1	1	1	1
GO:0051498	1	1	1	1
GO:0051499	1	1	1	1
GO:0051500	1	1	1	1
GO:0051501	1	1	1	1
GO:0051502	1	1	1	1
GO:0051503	1	1	1	1
GO:0051504	1	1	1	1
GO:0051505	1	1	1	1
GO:0051506	1	1	1	1
GO:0051507	1	1	1	1
GO:0051508	1	1	1	1
GO:0051509	1	1	1	1
GO:0051510	1	1	1	1
GO:0051511	1	1	1	1
GO:0051512	1	1	1	1
GO:0051513	1	1	1	1
GO:0051514	1	1	1	1
GO:0051515	1	1	1	1
GO:0051516	1	1	1	1
GO:0051517	1	1	1	1
GO:0051518	1	1	1	1
GO:0051519	1	1	1	1
GO:0051520	1	1	1	1
GO:0051521	1	1	1	1
GO:0051522	1	1	1	1
GO:0051523	1	1	1	1
GO:0051524	1	1	1	1
GO:0051525	1	1	1	1
GO:0051536	1	1	1	1
GO:0051537	1	1	1	1
GO:0051538	1	1	1	1
GO:0051539	1	1	1	1
GO:0051540	1	1	1	1
GO:0051541	1	1	1	1
GO:0051542	1	1	1	1
GO:0051543	1	1	1	1
GO:0051544	1	1	1	1
GO:0051545	1	1	1	1
GO:0051546	1	1	1	1
GO:0051547	1	1	1	1
GO:0051548	1	1	1	1
GO:0051549	1	1	1	1
GO:0051550	1	1	1	1
GO:0051551	1	1	1	1
GO:0051552	1	1	1	1
GO:0051553	1	1	1	1
GO:0051554	1	1	1	1
GO:0051555	1	1	1	1
GO:0051556	1	1	1	1
GO:0051557	1	1	1	1
GO:0051558	1	1	1	1
GO:0051559	1	1	1	1
GO:0051560	1	1	1	1
GO:0051561	1	1	1	1
GO:0051562	1	1	1	1
GO:0051563	1	1	1	1
GO:0051564	1	1	1	1
GO:0051565	1	1	1	1
GO:0051566	1	1	1	1
GO:0051567	1	1	1	1
GO:0051568	1	1	1	1
GO:0051569	1	1	1	1
GO:0051570	1	1	1	1
GO:0051571	1	1	1	1
GO:0051572	1	1	1	1
GO:0051573	1	1	1	1
GO:0051574	1	1	1	1
GO:0051575	1	1	1	1
GO:0051580	1	1	1	1
GO:0051581	1	1	1	1
GO:0051582	1	1	1	1
GO:0051583	1	1	1	1
GO:0051584	1	1	1	1
GO:0051585	1	1	1	1
GO:0051586	1	1	1	1
GO:0051587	1	1	1	1
GO:0051588	1	1	1	1
GO:0051589	1	1	1	1
GO:0051590	1	1	1	1
GO:0051591	1	1	1	1
GO:0051592	1	1	1	1
GO:0051593	1	1	1	1
GO:0051594	1	1	1	1
GO:0051595	1	1	1	1
GO:0051596	1	1	1	1
GO:0051597	1	1	1	1
GO:0051598	1	1	1	1
GO:0051599	1	1	1	1
GO:0051600	1	1	1	1
GO:0051601	1	1	1	1
GO:0051602	1	1	1	1
GO:0051603	1	1	1	1
GO:0051604	1	1	1	1
GO:0051606	1	1	1	1
GO:0051607	1	1	1	1
GO:0051608	1	1	1	1
GO:0051609	1	1	1	1
GO:0051610	1	1	1	1
GO:0051611	1	1	1	1
GO:0051612	1	1	1	1
GO:0051613	1	1	1	1
GO:0051614	1	1	1	1
GO:0051615	1	1	1	1
GO:0051616	1	1	1	1
GO:0051617	1	1	1	1
GO:0051618	1	1	1	1
GO:0051619	1	1	1	1
GO:0051620	1	1	1	1
GO:0051621	1	1	1	1
GO:0051622	1	1	1	1
GO:0051623	1	1	1	1
GO:0051624	1	1	1	1
GO:0051625	1	1	1	1
GO:0051626	1	1	1	1
GO:0051627	1	1	1	1
GO:0051628	1	1	1	1
GO:0051629	1	1	1	1
GO:0051630	1	1	1	1
GO:0051631	1	1	1	1
GO:0051632	1	1	1	1
GO:0051633	1	1	1	1
GO:0051634	1	1	1	1
GO:0051638	1	1	1	1
GO:0051639	1	1	1	1
GO:0051640	1	1	1	1
GO:0051641	1	1	1	1
GO:0051642	1	1	1	1
GO:0051643	1	1	1	1
GO:0051644	0	1	1	0
GO:0051645	1	1	1	1
GO:0051646	1	1	1	1
GO:0051647	1	1	1	1
GO:0051648	1	1	1	1
GO:0051649	1	1	1	1
GO:0051650	1	1	1	1
GO:0051651	1	1	1	1
GO:0051652	1	1	1	1
GO:0051653	1	1	1	1
GO:0051654	1	1	1	1
GO:0051655	1	1	1	1
GO:0051656	1	1	1	1
GO:0051657	1	1	1	1
GO:0051658	1	1	1	1
GO:0051659	1	1	1	1
GO:0051660	1	1	1	1
GO:0051661	1	1	1	1
GO:0051663	0	0	0	0
GO:0051664	1	1	1	1
GO:0051665	1	1	1	1
GO:0051666	1	1	1	1
GO:0051667	0	1	1	0
GO:0051668	1	1	1	1
GO:0051669	1	1	1	1
GO:0051670	1	1	1	1
GO:0051671	1	1	1	1
GO:0051672	1	1	1	1
GO:0051673	1	1	1	1
GO:0051674	1	1	1	1
GO:0051675	1	1	1	1
GO:0051676	1	1	1	1
GO:0051677	1	1	1	1
GO:0051678	1	1	1	1
GO:0051679	1	1	1	1
GO:0051680	1	1	1	1
GO:0051681	1	1	1	1
GO:0051682	1	1	1	1
GO:0051683	1	1	1	1
GO:0051684	1	1	1	1
GO:0051685	1	1	1	1
GO:0051686	1	1	1	1
GO:0051687	1	1	1	1
GO:0051688	0	1	1	0
GO:0051691	1	1	1	1
GO:0051692	1	1	1	1
GO:0051693	1	1	1	1
GO:0051694	1	1	1	1
GO:0051695	1	1	1	1
GO:0051696	1	1	1	1
GO:0051697	1	1	1	1
GO:0051698	1	1	1	1
GO:0051699	1	1	1	1
GO:0051700	1	1	1	1
GO:0051701	1	1	1	1
GO:0051702	1	1	1	1
GO:0051703	1	1	1	1
GO:0051704	1	1	1	1
GO:0051705	1	0	0	1
GO:0051707	1	1	1	1
GO:0051708	1	1	1	1
GO:0051709	1	1	1	1
GO:0051710	1	1	1	1
GO:0051711	1	1	1	1
GO:0051712	1	1	1	1
GO:0051713	1	1	1	1
GO:0051714	1	1	1	1
GO:0051715	1	1	1	1
GO:0051716	1	1	1	1
GO:0051717	1	1	1	1
GO:0051718	1	1	1	1
GO:0051719	1	1	1	1
GO:0051720	1	1	1	1
GO:0051721	1	1	1	1
GO:0051722	1	1	1	1
GO:0051723	1	1	1	1
GO:0051724	1	1	1	1
GO:0051725	1	1	1	1
GO:0051726	1	1	1	1
GO:0051728	1	1	1	1
GO:0051729	1	1	1	1
GO:0051730	1	1	1	1
GO:0051731	1	1	1	1
GO:0051732	1	1	1	1
GO:0051733	1	1	1	1
GO:0051734	1	1	1	1
GO:0051735	1	1	1	1
GO:0051736	1	1	1	1
GO:0051737	1	1	1	1
GO:0051738	1	1	1	1
GO:0051740	1	1	1	1
GO:0051741	1	1	1	1
GO:0051742	1	1	1	1
GO:0051743	1	1	1	1
GO:0051744	1	1	1	1
GO:0051745	1	1	1	1
GO:0051746	1	1	1	1
GO:0051747	1	1	1	1
GO:0051748	1	1	1	1
GO:0051749	1	1	1	1
GO:0051750	1	1	1	1
GO:0051751	1	1	1	1
GO:0051752	1	1	1	1
GO:0051753	1	1	1	1
GO:0051754	1	1	1	1
GO:0051755	1	1	1	1
GO:0051756	1	1	1	1
GO:0051757	1	1	1	1
GO:0051758	1	1	1	1
GO:0051759	1	1	1	1
GO:0051760	1	1	1	1
GO:0051761	1	1	1	1
GO:0051762	1	1	1	1
GO:0051763	1	1	1	1
GO:0051764	1	1	1	1
GO:0051765	1	1	1	1
GO:0051766	1	1	1	1
GO:0051767	1	1	1	1
GO:0051769	1	1	1	1
GO:0051770	1	1	1	1
GO:0051771	1	1	1	1
GO:0051775	1	1	1	1
GO:0051776	1	1	1	1
GO:0051777	1	1	1	1
GO:0051778	1	1	1	1
GO:0051779	1	1	1	1
GO:0051780	1	0	0	1
GO:0051781	1	1	1	1
GO:0051782	1	1	1	1
GO:0051783	1	1	1	1
GO:0051784	1	1	1	1
GO:0051785	1	1	1	1
GO:0051786	1	1	1	1
GO:0051787	1	1	1	1
GO:0051788	1	1	1	1
GO:0051790	1	1	1	1
GO:0051791	1	1	1	1
GO:0051792	1	1	1	1
GO:0051793	1	1	1	1
GO:0051794	1	1	1	1
GO:0051795	1	1	1	1
GO:0051796	1	1	1	1
GO:0051797	1	1	1	1
GO:0051798	1	1	1	1
GO:0051799	1	1	1	1
GO:0051800	1	1	1	1
GO:0051801	1	1	1	1
GO:0051802	1	1	1	1
GO:0051803	1	1	1	1
GO:0051804	1	1	1	1
GO:0051805	1	1	1	1
GO:0051806	1	1	1	1
GO:0051807	1	1	1	1
GO:0051808	1	1	1	1
GO:0051809	1	1	1	1
GO:0051810	1	1	1	1
GO:0051811	1	1	1	1
GO:0051812	1	1	1	1
GO:0051813	1	1	1	1
GO:0051814	1	1	1	1
GO:0051815	1	1	1	1
GO:0051816	1	1	1	1
GO:0051817	1	1	1	1
GO:0051818	1	1	1	1
GO:0051819	1	1	1	1
GO:0051821	1	1	1	1
GO:0051822	1	1	1	1
GO:0051823	1	1	1	1
GO:0051824	1	1	1	1
GO:0051826	1	1	1	1
GO:0051828	1	1	1	1
GO:0051829	1	1	1	1
GO:0051830	1	1	1	1
GO:0051832	1	1	1	1
GO:0051833	1	1	1	1
GO:0051834	1	1	1	1
GO:0051835	1	1	1	1
GO:0051836	1	1	1	1
GO:0051837	1	1	1	1
GO:0051838	1	1	1	1
GO:0051839	1	1	1	1
GO:0051840	1	1	1	1
GO:0051841	1	1	1	1
GO:0051844	1	1	1	1
GO:0051850	1	1	1	1
GO:0051851	1	1	1	1
GO:0051852	1	1	1	1
GO:0051855	1	1	1	1
GO:0051861	1	1	1	1
GO:0051862	1	1	1	1
GO:0051864	1	1	1	1
GO:0051865	1	1	1	1
GO:0051866	1	1	1	1
GO:0051867	1	0	0	1
GO:0051870	1	1	1	1
GO:0051871	1	1	1	1
GO:0051872	1	1	1	1
GO:0051873	1	1	1	1
GO:0051874	1	1	1	1
GO:0051875	1	1	1	1
GO:0051876	1	1	1	1
GO:0051877	1	1	1	1
GO:0051878	1	1	1	1
GO:0051879	1	1	1	1
GO:0051880	1	1	1	1
GO:0051881	1	1	1	1
GO:0051882	1	1	1	1
GO:0051883	1	1	1	1
GO:0051884	1	1	1	1
GO:0051885	1	1	1	1
GO:0051886	1	1	1	1
GO:0051887	1	1	1	1
GO:0051888	1	1	1	1
GO:0051889	1	1	1	1
GO:0051890	1	1	1	1
GO:0051891	1	1	1	1
GO:0051892	1	1	1	1
GO:0051893	1	1	1	1
GO:0051894	1	1	1	1
GO:0051895	1	1	1	1
GO:0051896	1	1	1	1
GO:0051897	1	1	1	1
GO:0051898	1	1	1	1
GO:0051899	1	1	1	1
GO:0051900	1	1	1	1
GO:0051901	1	1	1	1
GO:0051902	1	1	1	1
GO:0051903	1	1	1	1
GO:0051904	1	1	1	1
GO:0051905	1	1	1	1
GO:0051906	1	1	1	1
GO:0051907	1	1	1	1
GO:0051908	1	1	1	1
GO:0051909	1	1	1	1
GO:0051911	1	1	1	1
GO:0051912	1	1	1	1
GO:0051913	1	1	1	1
GO:0051914	1	1	1	1
GO:0051915	1	1	1	1
GO:0051916	1	1	1	1
GO:0051917	1	1	1	1
GO:0051918	1	1	1	1
GO:0051919	1	1	1	1
GO:0051920	1	1	1	1
GO:0051921	1	1	1	1
GO:0051922	1	1	1	1
GO:0051923	1	1	1	1
GO:0051924	1	1	1	1
GO:0051926	1	1	1	1
GO:0051928	1	1	1	1
GO:0051930	1	1	1	1
GO:0051931	1	1	1	1
GO:0051932	1	1	1	1
GO:0051933	1	1	1	1
GO:0051934	1	1	1	1
GO:0051935	1	1	1	1
GO:0051936	1	1	1	1
GO:0051937	1	1	1	1
GO:0051938	1	1	1	1
GO:0051939	1	1	1	1
GO:0051940	1	1	1	1
GO:0051941	1	1	1	1
GO:0051942	1	1	1	1
GO:0051943	1	1	1	1
GO:0051944	1	1	1	1
GO:0051945	1	1	1	1
GO:0051946	1	1	1	1
GO:0051947	1	1	1	1
GO:0051948	1	1	1	1
GO:0051949	1	1	1	1
GO:0051950	1	1	1	1
GO:0051951	1	1	1	1
GO:0051952	1	1	1	1
GO:0051953	1	1	1	1
GO:0051954	1	1	1	1
GO:0051955	1	1	1	1
GO:0051956	1	1	1	1
GO:0051957	1	1	1	1
GO:0051958	1	1	1	1
GO:0051959	1	1	1	1
GO:0051960	1	1	1	1
GO:0051961	1	1	1	1
GO:0051962	1	1	1	1
GO:0051963	1	1	1	1
GO:0051964	1	1	1	1
GO:0051965	1	1	1	1
GO:0051966	1	1	1	1
GO:0051967	1	1	1	1
GO:0051968	1	1	1	1
GO:0051969	1	1	1	1
GO:0051970	1	1	1	1
GO:0051971	1	1	1	1
GO:0051972	1	1	1	1
GO:0051973	1	1	1	1
GO:0051974	1	1	1	1
GO:0051975	1	1	1	1
GO:0051976	1	1	1	1
GO:0051977	1	1	1	1
GO:0051978	1	1	1	1
GO:0051979	1	1	1	1
GO:0051980	1	1	1	1
GO:0051981	1	1	1	1
GO:0051982	1	1	1	1
GO:0051983	1	1	1	1
GO:0051984	1	1	1	1
GO:0051985	1	1	1	1
GO:0051986	1	1	1	1
GO:0051987	1	1	1	1
GO:0051988	1	1	1	1
GO:0051989	1	1	1	1
GO:0051990	1	1	1	1
GO:0051991	1	1	1	1
GO:0051992	1	1	1	1
GO:0051993	1	1	1	1
GO:0051994	1	1	1	1
GO:0051995	1	1	1	1
GO:0051996	1	1	1	1
GO:0051997	1	1	1	1
GO:0051998	1	1	1	1
GO:0051999	1	1	1	1
GO:0052000	1	1	1	1
GO:0052001	1	1	1	1
GO:0052002	1	1	1	1
GO:0052003	1	1	1	1
GO:0052004	1	1	1	1
GO:0052005	1	1	1	1
GO:0052006	1	1	1	1
GO:0052007	1	1	1	1
GO:0052008	1	1	1	1
GO:0052009	1	1	1	1
GO:0052010	0	1	1	0
GO:0052011	0	1	1	0
GO:0052012	1	1	1	1
GO:0052013	1	1	1	1
GO:0052014	1	1	1	1
GO:0052015	1	1	1	1
GO:0052016	1	1	1	1
GO:0052017	1	1	1	1
GO:0052018	1	1	1	1
GO:0052019	1	1	1	1
GO:0052020	1	1	1	1
GO:0052021	1	1	1	1
GO:0052022	1	1	1	1
GO:0052023	1	1	1	1
GO:0052024	1	1	1	1
GO:0052025	1	1	1	1
GO:0052026	1	1	1	1
GO:0052027	1	1	1	1
GO:0052028	1	1	1	1
GO:0052029	1	1	1	1
GO:0052031	1	1	1	1
GO:0052032	1	1	1	1
GO:0052033	1	1	1	1
GO:0052034	1	1	1	1
GO:0052035	1	1	1	1
GO:0052036	1	1	1	1
GO:0052037	1	1	1	1
GO:0052038	1	1	1	1
GO:0052039	1	1	1	1
GO:0052040	1	1	1	1
GO:0052041	1	1	1	1
GO:0052042	1	1	1	1
GO:0052043	1	1	1	1
GO:0052046	1	1	1	1
GO:0052047	1	1	1	1
GO:0052048	1	1	1	1
GO:0052049	1	1	1	1
GO:0052050	1	1	1	1
GO:0052051	1	1	1	1
GO:0052052	1	1	1	1
GO:0052053	1	1	1	1
GO:0052054	1	1	1	1
GO:0052055	1	1	1	1
GO:0052056	1	1	1	1
GO:0052057	1	1	1	1
GO:0052058	1	1	1	1
GO:0052059	1	1	1	1
GO:0052060	1	1	1	1
GO:0052061	1	1	1	1
GO:0052062	1	1	1	1
GO:0052063	1	1	1	1
GO:0052064	1	1	1	1
GO:0052065	1	1	1	1
GO:0052066	1	1	1	1
GO:0052067	1	1	1	1
GO:0052068	1	1	1	1
GO:0052069	1	1	1	1
GO:0052070	1	1	1	1
GO:0052071	1	1	1	1
GO:0052072	1	1	1	1
GO:0052073	1	1	1	1
GO:0052074	1	1	1	1
GO:0052075	1	1	1	1
GO:0052076	1	1	1	1
GO:0052077	1	1	1	1
GO:0052078	1	1	1	1
GO:0052079	1	1	1	1
GO:0052080	1	1	1	1
GO:0052081	1	1	1	1
GO:0052082	1	1	1	1
GO:0052083	1	1	1	1
GO:0052084	1	1	1	1
GO:0052085	1	1	1	1
GO:0052086	1	1	1	1
GO:0052087	1	1	1	1
GO:0052088	1	1	1	1
GO:0052089	1	1	1	1
GO:0052090	1	1	1	1
GO:0052091	1	1	1	1
GO:0052092	1	1	1	1
GO:0052093	1	1	1	1
GO:0052094	1	1	1	1
GO:0052095	1	1	1	1
GO:0052096	1	1	1	1
GO:0052097	1	1	1	1
GO:0052098	1	1	1	1
GO:0052099	1	1	1	1
GO:0052100	1	1	1	1
GO:0052101	1	1	1	1
GO:0052102	1	1	1	1
GO:0052103	1	1	1	1
GO:0052104	1	1	1	1
GO:0052105	1	1	1	1
GO:0052106	1	1	1	1
GO:0052107	1	1	1	1
GO:0052109	1	1	1	1
GO:0052110	1	1	1	1
GO:0052111	1	1	1	1
GO:0052112	1	1	1	1
GO:0052115	1	1	1	1
GO:0052116	1	1	1	1
GO:0052117	1	1	1	1
GO:0052118	1	1	1	1
GO:0052119	1	1	1	1
GO:0052120	1	1	1	1
GO:0052121	1	1	1	1
GO:0052122	1	1	1	1
GO:0052123	1	1	1	1
GO:0052124	1	1	1	1
GO:0052125	1	1	1	1
GO:0052126	1	1	1	1
GO:0052127	1	1	1	1
GO:0052128	1	1	1	1
GO:0052129	1	1	1	1
GO:0052130	1	1	1	1
GO:0052131	1	1	1	1
GO:0052132	1	1	1	1
GO:0052133	1	1	1	1
GO:0052134	1	1	1	1
GO:0052135	1	1	1	1
GO:0052136	1	1	1	1
GO:0052137	1	1	1	1
GO:0052138	1	1	1	1
GO:0052139	1	1	1	1
GO:0052140	1	1	1	1
GO:0052141	1	1	1	1
GO:0052142	1	1	1	1
GO:0052143	1	1	1	1
GO:0052144	1	1	1	1
GO:0052145	1	1	1	1
GO:0052146	1	1	1	1
GO:0052147	1	1	1	1
GO:0052148	1	1	1	1
GO:0052149	1	1	1	1
GO:0052150	1	1	1	1
GO:0052151	1	1	1	1
GO:0052154	1	1	1	1
GO:0052155	1	1	1	1
GO:0052156	1	1	1	1
GO:0052157	1	1	1	1
GO:0052158	1	1	1	1
GO:0052159	1	1	1	1
GO:0052160	1	1	1	1
GO:0052161	1	1	1	1
GO:0052162	1	1	1	1
GO:0052163	1	1	1	1
GO:0052164	1	1	1	1
GO:0052165	1	1	1	1
GO:0052166	1	1	1	1
GO:0052167	1	1	1	1
GO:0052168	1	1	1	1
GO:0052169	1	1	1	1
GO:0052170	1	1	1	1
GO:0052172	0	1	1	0
GO:0052173	1	1	1	1
GO:0052174	1	1	1	1
GO:0052175	1	1	1	1
GO:0052176	1	1	1	1
GO:0052177	1	1	1	1
GO:0052178	1	1	1	1
GO:0052179	0	1	1	0
GO:0052180	1	1	1	1
GO:0052181	1	1	1	1
GO:0052182	1	1	1	1
GO:0052183	1	1	1	1
GO:0052185	1	1	1	1
GO:0052186	1	1	1	1
GO:0052187	1	1	1	1
GO:0052188	1	1	1	1
GO:0052189	1	1	1	1
GO:0052190	1	1	1	1
GO:0052191	1	1	1	1
GO:0052192	1	1	1	1
GO:0052195	1	1	1	1
GO:0052197	1	1	1	1
GO:0052198	1	1	1	1
GO:0052199	1	1	1	1
GO:0052200	1	1	1	1
GO:0052201	1	1	1	1
GO:0052202	1	1	1	1
GO:0052203	1	1	1	1
GO:0052204	1	1	1	1
GO:0052205	1	1	1	1
GO:0052206	1	1	1	1
GO:0052207	1	1	1	1
GO:0052208	1	1	1	1
GO:0052209	1	1	1	1
GO:0052210	1	1	1	1
GO:0052211	1	1	1	1
GO:0052212	1	1	1	1
GO:0052213	1	1	1	1
GO:0052214	1	1	1	1
GO:0052215	1	1	1	1
GO:0052216	1	1	1	1
GO:0052217	1	1	1	1
GO:0052218	1	1	1	1
GO:0052219	1	1	1	1
GO:0052220	1	1	1	1
GO:0052221	1	1	1	1
GO:0052222	1	1	1	1
GO:0052223	1	1	1	1
GO:0052224	1	1	1	1
GO:0052225	1	1	1	1
GO:0052226	1	1	1	1
GO:0052227	1	1	1	1
GO:0052228	1	1	1	1
GO:0052229	1	1	1	1
GO:0052230	1	1	1	1
GO:0052231	1	1	1	1
GO:0052232	1	1	1	1
GO:0052233	1	1	1	1
GO:0052234	1	1	1	1
GO:0052235	1	1	1	1
GO:0052236	1	1	1	1
GO:0052237	1	1	1	1
GO:0052238	1	1	1	1
GO:0052239	1	1	1	1
GO:0052240	1	1	1	1
GO:0052241	1	1	1	1
GO:0052242	1	1	1	1
GO:0052243	1	1	1	1
GO:0052244	1	1	1	1
GO:0052245	1	1	1	1
GO:0052246	1	1	1	1
GO:0052247	1	1	1	1
GO:0052248	1	1	1	1
GO:0052249	1	1	1	1
GO:0052250	1	1	1	1
GO:0052251	1	1	1	1
GO:0052252	1	1	1	1
GO:0052253	1	1	1	1
GO:0052254	1	1	1	1
GO:0052255	1	1	1	1
GO:0052256	1	1	1	1
GO:0052257	1	1	1	1
GO:0052258	1	1	1	1
GO:0052259	1	1	1	1
GO:0052260	1	1	1	1
GO:0052261	1	1	1	1
GO:0052262	1	1	1	1
GO:0052263	1	1	1	1
GO:0052264	1	1	1	1
GO:0052265	1	1	1	1
GO:0052266	1	1	1	1
GO:0052267	1	1	1	1
GO:0052268	1	1	1	1
GO:0052269	1	1	1	1
GO:0052270	1	1	1	1
GO:0052271	1	1	1	1
GO:0052272	1	1	1	1
GO:0052273	1	1	1	1
GO:0052274	1	1	1	1
GO:0052275	1	1	1	1
GO:0052276	1	1	1	1
GO:0052277	1	1	1	1
GO:0052278	1	1	1	1
GO:0052279	1	1	1	1
GO:0052280	1	1	1	1
GO:0052281	1	1	1	1
GO:0052282	1	1	1	1
GO:0052283	1	1	1	1
GO:0052284	1	1	1	1
GO:0052285	1	1	1	1
GO:0052286	1	1	1	1
GO:0052287	1	1	1	1
GO:0052288	1	1	1	1
GO:0052289	1	1	1	1
GO:0052290	1	1	1	1
GO:0052291	1	1	1	1
GO:0052292	1	1	1	1
