inbred,aspect,db_object_symbol,rc,num_gold,num_pred,evalType,source
B73v3,C,GRMZM2G162261,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G335703,1,8,9,CAFA,GOMAP
B73v3,C,GRMZM2G171006,0.25,8,3,CAFA,GOMAP
B73v3,C,GRMZM2G084279,1,9,20,CAFA,GOMAP
B73v3,C,GRMZM2G143870,0.714285714285714,21,35,CAFA,GOMAP
B73v3,C,GRMZM2G063244,1,9,36,CAFA,GOMAP
B73v3,C,GRMZM2G062738,1,19,29,CAFA,GOMAP
B73v3,C,GRMZM2G018484,0.75,24,33,CAFA,GOMAP
B73v3,C,GRMZM2G000219,0.5625,16,19,CAFA,GOMAP
B73v3,C,GRMZM2G122327,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G404043,0.615384615384615,13,11,CAFA,GOMAP
B73v3,C,GRMZM2G353195,0.615384615384615,13,11,CAFA,GOMAP
B73v3,C,GRMZM2G043277,1,8,24,CAFA,GOMAP
B73v3,C,GRMZM2G012966,1,8,21,CAFA,GOMAP
B73v3,C,GRMZM2G081114,0.714285714285714,21,22,CAFA,GOMAP
B73v3,C,GRMZM2G047404,0.75,24,31,CAFA,GOMAP
B73v3,C,GRMZM2G319357,1,9,18,CAFA,GOMAP
B73v3,C,GRMZM2G053019,0.75,24,35,CAFA,GOMAP
B73v3,C,GRMZM2G143767,0.888888888888889,9,19,CAFA,GOMAP
B73v3,C,GRMZM2G130651,1,11,31,CAFA,GOMAP
B73v3,C,GRMZM2G112296,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G117786,1,8,29,CAFA,GOMAP
B73v3,C,GRMZM2G052373,1,8,13,CAFA,GOMAP
B73v3,C,GRMZM2G012863,1,9,18,CAFA,GOMAP
B73v3,C,GRMZM2G108418,0.875,8,11,CAFA,GOMAP
B73v3,C,GRMZM2G104632,0.888888888888889,9,28,CAFA,GOMAP
B73v3,C,GRMZM2G117642,0.777777777777778,9,8,CAFA,GOMAP
B73v3,C,GRMZM2G033219,1,8,16,CAFA,GOMAP
B73v3,C,GRMZM2G025409,0.769230769230769,13,19,CAFA,GOMAP
B73v3,C,GRMZM2G164835,0.846153846153846,13,24,CAFA,GOMAP
B73v3,C,GRMZM2G078362,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G125575,0.8,10,32,CAFA,GOMAP
B73v3,C,GRMZM2G057709,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G088921,0,0,0,CAFA,GOMAP
B73v3,C,AC189750.4_FG004,1,9,15,CAFA,GOMAP
B73v3,C,GRMZM2G106213,1,9,28,CAFA,GOMAP
B73v3,C,GRMZM2G137849,0.625,24,22,CAFA,GOMAP
B73v3,C,GRMZM2G380195,0.777777777777778,9,29,CAFA,GOMAP
B73v3,C,GRMZM2G134256,1,9,13,CAFA,GOMAP
B73v3,C,GRMZM2G077215,1,8,10,CAFA,GOMAP
B73v3,C,GRMZM2G039982,1,8,17,CAFA,GOMAP
B73v3,C,GRMZM2G089696,1,8,24,CAFA,GOMAP
B73v3,C,GRMZM2G090872,0.888888888888889,9,10,CAFA,GOMAP
B73v3,C,GRMZM2G160925,1,9,13,CAFA,GOMAP
B73v3,C,GRMZM2G091419,1,13,20,CAFA,GOMAP
B73v3,C,GRMZM2G012102,1,6,30,CAFA,GOMAP
B73v3,C,GRMZM2G084783,1,9,23,CAFA,GOMAP
B73v3,C,GRMZM2G158746,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G429493,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G011319,1,8,15,CAFA,GOMAP
B73v3,C,GRMZM2G012119,1,8,15,CAFA,GOMAP
B73v3,C,GRMZM2G080546,1,9,42,CAFA,GOMAP
B73v3,C,GRMZM2G359070,1,8,11,CAFA,GOMAP
B73v3,C,GRMZM2G119345,0.583333333333333,24,35,CAFA,GOMAP
B73v3,C,GRMZM2G126580,1,8,12,CAFA,GOMAP
B73v3,C,GRMZM2G145850,0.888888888888889,9,15,CAFA,GOMAP
B73v3,C,GRMZM2G033885,0.8,10,39,CAFA,GOMAP
B73v3,C,GRMZM2G160268,0.8,10,33,CAFA,GOMAP
B73v3,C,GRMZM2G024738,0.888888888888889,9,10,CAFA,GOMAP
B73v3,C,GRMZM2G070685,1,6,26,CAFA,GOMAP
B73v3,C,GRMZM2G038791,1,8,9,CAFA,GOMAP
B73v3,C,GRMZM2G110192,1,12,24,CAFA,GOMAP
B73v3,C,GRMZM2G053726,1,9,17,CAFA,GOMAP
B73v3,C,GRMZM2G009785,1,12,27,CAFA,GOMAP
B73v3,C,GRMZM2G040095,1,8,17,CAFA,GOMAP
B73v3,C,GRMZM2G030606,1,8,17,CAFA,GOMAP
B73v3,C,GRMZM2G129513,1,9,19,CAFA,GOMAP
B73v3,C,GRMZM2G446625,0.333333333333333,6,10,CAFA,GOMAP
B73v3,C,GRMZM2G349274,0.8,10,27,CAFA,GOMAP
B73v3,C,GRMZM2G077811,1,8,11,CAFA,GOMAP
B73v3,C,GRMZM2G436199,1,9,18,CAFA,GOMAP
B73v3,C,GRMZM2G122324,1,9,23,CAFA,GOMAP
B73v3,C,GRMZM2G700683,0.888888888888889,9,11,CAFA,GOMAP
B73v3,C,GRMZM2G080937,1,8,9,CAFA,GOMAP
B73v3,C,GRMZM2G036534,0.611111111111111,18,33,CAFA,GOMAP
B73v3,C,GRMZM2G059363,1,9,28,CAFA,GOMAP
B73v3,C,GRMZM2G427557,0.8,10,24,CAFA,GOMAP
B73v3,C,GRMZM2G311919,1,9,34,CAFA,GOMAP
B73v3,C,GRMZM2G122843,0.8,10,42,CAFA,GOMAP
B73v3,C,GRMZM2G035820,1,8,10,CAFA,GOMAP
B73v3,C,GRMZM2G031169,1,12,34,CAFA,GOMAP
B73v3,C,GRMZM2G025648,1,6,18,CAFA,GOMAP
B73v3,C,GRMZM2G078756,0.888888888888889,9,13,CAFA,GOMAP
B73v3,C,AC217965.2_FG012,1,8,11,CAFA,GOMAP
B73v3,C,AC203535.4_FG004,1,6,22,CAFA,GOMAP
B73v3,C,GRMZM2G036455,0.714285714285714,21,35,CAFA,GOMAP
B73v3,C,GRMZM2G073054,1,9,14,CAFA,GOMAP
B73v3,C,GRMZM2G058760,1,8,13,CAFA,GOMAP
B73v3,C,GRMZM2G058584,1,9,15,CAFA,GOMAP
B73v3,C,GRMZM2G121612,0.888888888888889,9,14,CAFA,GOMAP
B73v3,C,GRMZM2G109785,1,9,22,CAFA,GOMAP
B73v3,C,AC205730.3_FG002,0.125,8,4,CAFA,GOMAP
B73v3,C,GRMZM2G172322,0.888888888888889,9,11,CAFA,GOMAP
B73v3,C,GRMZM2G162200,1,9,43,CAFA,GOMAP
B73v3,C,GRMZM2G048085,0.111111111111111,9,5,CAFA,GOMAP
B73v3,C,GRMZM2G051129,1,8,9,CAFA,GOMAP
B73v3,C,GRMZM2G027021,1,8,15,CAFA,GOMAP
B73v3,C,GRMZM2G466780,1,13,18,CAFA,GOMAP
B73v3,C,GRMZM2G126128,1,9,18,CAFA,GOMAP
B73v3,C,GRMZM2G478212,0.75,24,24,CAFA,GOMAP
B73v3,C,GRMZM2G062470,0.75,24,24,CAFA,GOMAP
B73v3,C,GRMZM2G119583,1,9,17,CAFA,GOMAP
B73v3,C,GRMZM2G052989,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G479000,1,8,15,CAFA,GOMAP
B73v3,C,GRMZM2G012276,0.580645161290323,31,34,CAFA,GOMAP
B73v3,C,GRMZM2G169593,1,9,21,CAFA,GOMAP
B73v3,C,GRMZM2G128665,1,13,19,CAFA,GOMAP
B73v3,C,GRMZM2G031057,1,6,20,CAFA,GOMAP
B73v3,C,GRMZM2G161306,0.8,10,27,CAFA,GOMAP
B73v3,C,GRMZM2G008643,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G151299,1,8,21,CAFA,GOMAP
B73v3,C,GRMZM2G161868,1,9,22,CAFA,GOMAP
B73v3,C,GRMZM2G360833,0.888888888888889,9,25,CAFA,GOMAP
B73v3,C,GRMZM2G133400,1,8,24,CAFA,GOMAP
B73v3,C,GRMZM2G050845,1,13,24,CAFA,GOMAP
B73v3,C,GRMZM2G157156,0.483870967741936,31,29,CAFA,GOMAP
B73v3,C,GRMZM2G169207,0.666666666666667,9,7,CAFA,GOMAP
B73v3,C,AC233966.1_FG007,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G099367,1,6,26,CAFA,GOMAP
B73v3,C,GRMZM2G090338,1,9,29,CAFA,GOMAP
B73v3,C,GRMZM2G071450,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G110258,1,9,20,CAFA,GOMAP
B73v3,C,GRMZM2G157007,0.875,8,25,CAFA,GOMAP
B73v3,C,GRMZM2G046537,1,8,28,CAFA,GOMAP
B73v3,C,GRMZM2G140809,1,9,11,CAFA,GOMAP
B73v3,C,GRMZM2G319509,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G005260,1,8,13,CAFA,GOMAP
B73v3,C,GRMZM2G172410,1,8,23,CAFA,GOMAP
B73v3,C,GRMZM2G359038,0.666666666666667,24,21,CAFA,GOMAP
B73v3,C,GRMZM2G016622,0.714285714285714,21,30,CAFA,GOMAP
B73v3,C,GRMZM2G111677,0.888888888888889,9,9,CAFA,GOMAP
B73v3,C,GRMZM2G367092,1,6,43,CAFA,GOMAP
B73v3,C,GRMZM2G026656,0.888888888888889,9,9,CAFA,GOMAP
B73v3,C,GRMZM2G463913,0.857142857142857,14,25,CAFA,GOMAP
B73v3,C,GRMZM2G466743,0.8,10,25,CAFA,GOMAP
B73v3,C,GRMZM2G027835,0.888888888888889,9,9,CAFA,GOMAP
B73v3,C,GRMZM2G092739,1,13,20,CAFA,GOMAP
B73v3,C,GRMZM2G128434,0.846153846153846,13,44,CAFA,GOMAP
B73v3,C,GRMZM2G037644,0.125,8,6,CAFA,GOMAP
B73v3,C,GRMZM2G319109,0.583333333333333,24,25,CAFA,GOMAP
B73v3,C,GRMZM2G113205,1,8,9,CAFA,GOMAP
B73v3,C,GRMZM2G153745,1,8,14,CAFA,GOMAP
B73v3,C,GRMZM2G176216,0.714285714285714,21,31,CAFA,GOMAP
B73v3,C,GRMZM2G004006,0.354838709677419,31,16,CAFA,GOMAP
B73v3,C,GRMZM2G062044,0.8,10,35,CAFA,GOMAP
B73v3,C,GRMZM2G158043,1,8,14,CAFA,GOMAP
B73v3,C,GRMZM2G167521,0.888888888888889,9,14,CAFA,GOMAP
B73v3,C,GRMZM2G148106,1,9,25,CAFA,GOMAP
B73v3,C,AC209462.3_FG004,0,0,0,CAFA,GOMAP
B73v3,C,AC213521.3_FG005,0.888888888888889,9,20,CAFA,GOMAP
B73v3,C,GRMZM2G033198,0.714285714285714,21,26,CAFA,GOMAP
B73v3,C,GRMZM2G025171,0.714285714285714,21,43,CAFA,GOMAP
B73v3,C,GRMZM2G085301,0.625,24,25,CAFA,GOMAP
B73v3,C,GRMZM2G028914,1,8,22,CAFA,GOMAP
B73v3,C,GRMZM2G014376,1,8,15,CAFA,GOMAP
B73v3,C,GRMZM2G016066,0.714285714285714,21,30,CAFA,GOMAP
B73v3,C,GRMZM2G005298,1,8,12,CAFA,GOMAP
B73v3,C,GRMZM2G176523,0.615384615384615,13,11,CAFA,GOMAP
B73v3,C,GRMZM2G351125,1,19,32,CAFA,GOMAP
B73v3,C,GRMZM2G122584,1,9,17,CAFA,GOMAP
B73v3,C,GRMZM2G001750,1,8,24,CAFA,GOMAP
B73v3,C,GRMZM2G094224,0.8,10,39,CAFA,GOMAP
B73v3,C,GRMZM2G059449,0.615384615384615,13,11,CAFA,GOMAP
B73v3,C,GRMZM2G175728,1,9,29,CAFA,GOMAP
B73v3,C,GRMZM2G120619,0.8,10,35,CAFA,GOMAP
B73v3,C,GRMZM2G307600,1,8,20,CAFA,GOMAP
B73v3,C,GRMZM2G373341,1,19,32,CAFA,GOMAP
B73v3,C,GRMZM2G042245,1,8,27,CAFA,GOMAP
B73v3,C,GRMZM2G087628,0.769230769230769,13,22,CAFA,GOMAP
B73v3,C,GRMZM2G027059,1,9,20,CAFA,GOMAP
B73v3,C,GRMZM2G156713,1,9,11,CAFA,GOMAP
B73v3,C,GRMZM2G026807,1,9,21,CAFA,GOMAP
B73v3,C,GRMZM2G033526,1,9,16,CAFA,GOMAP
B73v3,C,GRMZM2G050697,0.692307692307692,13,14,CAFA,GOMAP
B73v3,C,GRMZM2G024550,0.615384615384615,13,19,CAFA,GOMAP
B73v3,C,GRMZM2G121878,0.888888888888889,9,19,CAFA,GOMAP
B73v3,C,GRMZM2G134439,0.769230769230769,13,20,CAFA,GOMAP
B73v3,C,GRMZM2G074097,1,9,24,CAFA,GOMAP
B73v3,C,GRMZM2G040511,0.692307692307692,13,26,CAFA,GOMAP
B73v3,C,GRMZM2G095865,0.846153846153846,13,28,CAFA,GOMAP
B73v3,C,GRMZM2G068244,1,9,24,CAFA,GOMAP
B73v3,C,GRMZM2G053236,1,9,28,CAFA,GOMAP
B73v3,C,GRMZM2G044074,1,9,16,CAFA,GOMAP
B73v3,C,GRMZM2G414192,0.8,10,42,CAFA,GOMAP
B73v3,C,GRMZM2G448161,1,9,28,CAFA,GOMAP
B73v3,C,GRMZM2G377168,0.6,10,22,CAFA,GOMAP
B73v3,C,GRMZM2G133082,1,8,10,CAFA,GOMAP
B73v3,C,GRMZM2G108457,1,8,25,CAFA,GOMAP
B73v3,C,AC207466.3_FG003,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G371062,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G047954,0.612903225806452,31,39,CAFA,GOMAP
B73v3,C,GRMZM2G139803,0.888888888888889,9,9,CAFA,GOMAP
B73v3,C,GRMZM2G079353,1,8,28,CAFA,GOMAP
B73v3,C,GRMZM2G176820,0.928571428571429,14,36,CAFA,GOMAP
B73v3,C,GRMZM2G019901,0.615384615384615,13,15,CAFA,GOMAP
B73v3,C,GRMZM2G402936,0.8,10,40,CAFA,GOMAP
B73v3,C,GRMZM2G019958,1,9,19,CAFA,GOMAP
B73v3,C,GRMZM2G092123,0.615384615384615,13,11,CAFA,GOMAP
B73v3,C,AC233914.1_FG001,0.125,8,4,CAFA,GOMAP
B73v3,C,GRMZM2G113401,0.125,8,4,CAFA,GOMAP
B73v3,C,GRMZM2G383154,0.4,10,18,CAFA,GOMAP
B73v3,C,GRMZM2G098423,1,8,11,CAFA,GOMAP
B73v3,C,GRMZM2G088114,0.769230769230769,13,25,CAFA,GOMAP
B73v3,C,AC198353.5_FG004,0.615384615384615,13,10,CAFA,GOMAP
B73v3,C,GRMZM2G172032,1,9,14,CAFA,GOMAP
B73v3,C,GRMZM2G088196,0.75,24,75,CAFA,GOMAP
B73v3,C,GRMZM2G112425,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G110657,0.916666666666667,12,24,CAFA,GOMAP
B73v3,C,GRMZM2G432390,1,11,31,CAFA,GOMAP
B73v3,C,GRMZM2G052036,1,9,11,CAFA,GOMAP
B73v3,C,GRMZM2G050842,0.8,10,20,CAFA,GOMAP
B73v3,C,GRMZM2G097820,1,8,11,CAFA,GOMAP
B73v3,C,GRMZM2G082260,1,8,15,CAFA,GOMAP
B73v3,C,GRMZM2G088669,1,9,32,CAFA,GOMAP
B73v3,C,GRMZM2G024073,1,9,14,CAFA,GOMAP
B73v3,C,GRMZM2G111579,1,9,11,CAFA,GOMAP
B73v3,C,AC215690.3_FG002,1,9,15,CAFA,GOMAP
B73v3,C,GRMZM2G147450,1,9,16,CAFA,GOMAP
B73v3,C,GRMZM2G127963,0.615384615384615,13,12,CAFA,GOMAP
B73v3,C,GRMZM2G319062,1,8,21,CAFA,GOMAP
B73v3,C,GRMZM2G030203,0.857142857142857,14,20,CAFA,GOMAP
B73v3,C,GRMZM2G127623,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G131708,1,8,9,CAFA,GOMAP
B73v3,C,GRMZM2G039345,1,9,44,CAFA,GOMAP
B73v3,C,GRMZM2G057091,1,8,24,CAFA,GOMAP
B73v3,C,GRMZM2G031780,1,12,25,CAFA,GOMAP
B73v3,C,GRMZM2G154725,1,12,21,CAFA,GOMAP
B73v3,C,GRMZM2G042516,1,9,20,CAFA,GOMAP
B73v3,C,GRMZM2G148769,1,9,19,CAFA,GOMAP
B73v3,C,GRMZM2G078894,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G165383,1,8,20,CAFA,GOMAP
B73v3,C,GRMZM2G141273,1,9,13,CAFA,GOMAP
B73v3,C,GRMZM2G143469,0.8,10,25,CAFA,GOMAP
B73v3,C,GRMZM2G080724,0.888888888888889,9,10,CAFA,GOMAP
B73v3,C,GRMZM2G149428,0.5,10,8,CAFA,GOMAP
B73v3,C,GRMZM2G453388,1,8,24,CAFA,GOMAP
B73v3,C,GRMZM2G072091,1,9,13,CAFA,GOMAP
B73v3,C,GRMZM2G181192,1,9,34,CAFA,GOMAP
B73v3,C,GRMZM2G085872,0.75,24,24,CAFA,GOMAP
B73v3,C,GRMZM2G060011,1,9,28,CAFA,GOMAP
B73v3,C,GRMZM2G127147,0.888888888888889,9,17,CAFA,GOMAP
B73v3,C,GRMZM2G062142,1,9,13,CAFA,GOMAP
B73v3,C,AC149810.2_FG004,1,8,15,CAFA,GOMAP
B73v3,C,GRMZM2G030628,1,8,24,CAFA,GOMAP
B73v3,C,GRMZM2G080107,0.483870967741936,31,27,CAFA,GOMAP
B73v3,C,GRMZM2G325575,0.888888888888889,9,16,CAFA,GOMAP
B73v3,C,GRMZM2G069676,0.888888888888889,9,21,CAFA,GOMAP
B73v3,C,GRMZM2G012397,0.8,10,24,CAFA,GOMAP
B73v3,C,GRMZM2G081886,0.888888888888889,9,11,CAFA,GOMAP
B73v3,C,GRMZM2G159777,0.666666666666667,24,32,CAFA,GOMAP
B73v3,C,GRMZM2G063592,1,9,42,CAFA,GOMAP
B73v3,C,GRMZM2G157716,0.615384615384615,13,10,CAFA,GOMAP
B73v3,C,GRMZM2G007647,1,8,10,CAFA,GOMAP
B73v3,C,GRMZM2G014099,1,8,25,CAFA,GOMAP
B73v3,C,GRMZM2G089136,1,9,27,CAFA,GOMAP
B73v3,C,GRMZM2G078569,0.708333333333333,24,27,CAFA,GOMAP
B73v3,C,GRMZM2G026371,0.769230769230769,13,29,CAFA,GOMAP
B73v3,C,GRMZM2G021170,0.888888888888889,9,12,CAFA,GOMAP
B73v3,C,GRMZM2G019358,1,9,23,CAFA,GOMAP
B73v3,C,GRMZM2G125054,1,8,24,CAFA,GOMAP
B73v3,C,GRMZM2G087598,0.8,10,30,CAFA,GOMAP
B73v3,C,GRMZM2G026800,1,12,25,CAFA,GOMAP
B73v3,C,GRMZM2G408357,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G029573,1,9,17,CAFA,GOMAP
B73v3,C,GRMZM2G077214,1,9,15,CAFA,GOMAP
B73v3,C,GRMZM2G001905,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G074099,0.583333333333333,24,18,CAFA,GOMAP
B73v3,C,GRMZM2G039089,0.875,8,12,CAFA,GOMAP
B73v3,C,GRMZM2G161337,1,9,15,CAFA,GOMAP
B73v3,C,GRMZM2G016774,1,8,16,CAFA,GOMAP
B73v3,C,GRMZM2G010349,0.2,10,15,CAFA,GOMAP
B73v3,C,GRMZM2G098290,1,9,33,CAFA,GOMAP
B73v3,C,GRMZM2G065194,1,6,29,CAFA,GOMAP
B73v3,C,GRMZM2G180172,1,8,21,CAFA,GOMAP
B73v3,C,GRMZM2G092632,1,9,26,CAFA,GOMAP
B73v3,C,GRMZM2G098011,0.75,24,35,CAFA,GOMAP
B73v3,C,GRMZM2G033894,0.611111111111111,18,30,CAFA,GOMAP
B73v3,C,GRMZM2G136306,1,8,21,CAFA,GOMAP
B73v3,C,GRMZM2G125850,0.125,24,9,CAFA,GOMAP
B73v3,C,AC217121.3_FG006,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G149952,1,9,23,CAFA,GOMAP
B73v3,C,GRMZM2G044422,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G180335,0.8125,16,59,CAFA,GOMAP
B73v3,C,GRMZM2G019807,0.8,10,25,CAFA,GOMAP
B73v3,C,GRMZM2G086277,0.769230769230769,13,21,CAFA,GOMAP
B73v3,C,GRMZM2G042879,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G043212,0.857142857142857,14,29,CAFA,GOMAP
B73v3,C,GRMZM2G085646,0.8,10,45,CAFA,GOMAP
B73v3,C,GRMZM2G130358,0.857142857142857,14,18,CAFA,GOMAP
B73v3,C,GRMZM2G442804,0.583333333333333,12,21,CAFA,GOMAP
B73v3,C,GRMZM2G315931,0.875,16,37,CAFA,GOMAP
B73v3,C,GRMZM2G386525,1,8,20,CAFA,GOMAP
B73v3,C,GRMZM2G122337,1,9,22,CAFA,GOMAP
B73v3,C,GRMZM2G145496,0.928571428571429,14,33,CAFA,GOMAP
B73v3,C,GRMZM2G016592,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G174440,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G352084,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G159554,0.857142857142857,14,26,CAFA,GOMAP
B73v3,C,GRMZM2G013811,0.888888888888889,9,9,CAFA,GOMAP
B73v3,C,GRMZM2G066290,1,9,13,CAFA,GOMAP
B73v3,C,GRMZM2G124473,1,12,29,CAFA,GOMAP
B73v3,C,GRMZM2G028369,0.888888888888889,9,11,CAFA,GOMAP
B73v3,C,GRMZM2G010743,1,11,24,CAFA,GOMAP
B73v3,C,GRMZM2G385622,0.714285714285714,21,38,CAFA,GOMAP
B73v3,C,GRMZM2G418752,1,9,33,CAFA,GOMAP
B73v3,C,GRMZM2G169516,1,9,18,CAFA,GOMAP
B73v3,C,GRMZM2G150598,1,9,24,CAFA,GOMAP
B73v3,C,GRMZM2G087590,0.483870967741936,31,29,CAFA,GOMAP
B73v3,C,GRMZM2G172723,0.516129032258065,31,29,CAFA,GOMAP
B73v3,C,GRMZM2G457621,1,9,15,CAFA,GOMAP
B73v3,C,GRMZM2G064056,0,0,0,CAFA,GOMAP
B73v3,C,AC185612.3_FG001,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G463640,0.8,10,24,CAFA,GOMAP
B73v3,C,GRMZM2G008263,0.888888888888889,9,13,CAFA,GOMAP
B73v3,C,GRMZM2G102959,1,9,19,CAFA,GOMAP
B73v3,C,AC203761.3_FG002,0.692307692307692,13,14,CAFA,GOMAP
B73v3,C,GRMZM2G162451,0.5,6,10,CAFA,GOMAP
B73v3,C,GRMZM2G082169,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G136522,1,9,16,CAFA,GOMAP
B73v3,C,GRMZM2G040968,1,9,13,CAFA,GOMAP
B73v3,C,GRMZM2G048672,1,8,18,CAFA,GOMAP
B73v3,C,GRMZM2G471904,0.258064516129032,31,28,CAFA,GOMAP
B73v3,C,GRMZM2G050118,1,8,23,CAFA,GOMAP
B73v3,C,GRMZM2G042027,0.666666666666667,24,23,CAFA,GOMAP
B73v3,C,GRMZM2G021256,0.516129032258065,31,32,CAFA,GOMAP
B73v3,C,GRMZM2G359127,1,8,22,CAFA,GOMAP
B73v3,C,GRMZM2G378717,1,8,12,CAFA,GOMAP
B73v3,C,GRMZM2G420436,0.708333333333333,24,31,CAFA,GOMAP
B73v3,C,GRMZM2G158835,1,9,35,CAFA,GOMAP
B73v3,C,GRMZM2G090722,1,9,18,CAFA,GOMAP
B73v3,C,GRMZM2G169365,0.888888888888889,9,21,CAFA,GOMAP
B73v3,C,GRMZM2G068665,0.875,8,21,CAFA,GOMAP
B73v3,C,GRMZM2G005938,0.615384615384615,13,12,CAFA,GOMAP
B73v3,C,GRMZM2G079381,1,9,21,CAFA,GOMAP
B73v3,C,GRMZM2G480171,1,8,17,CAFA,GOMAP
B73v3,C,GRMZM2G144081,0.625,24,20,CAFA,GOMAP
B73v3,C,GRMZM2G351977,0.8,10,35,CAFA,GOMAP
B73v3,C,GRMZM2G355752,0.8,10,32,CAFA,GOMAP
B73v3,C,GRMZM2G005024,0.111111111111111,9,6,CAFA,GOMAP
B73v3,C,GRMZM2G053196,0.615384615384615,13,12,CAFA,GOMAP
B73v3,C,GRMZM2G086763,1,8,12,CAFA,GOMAP
B73v3,C,GRMZM2G076768,0.111111111111111,9,4,CAFA,GOMAP
B73v3,C,GRMZM2G060898,0.8,10,21,CAFA,GOMAP
B73v3,C,GRMZM2G058070,0.516129032258065,31,33,CAFA,GOMAP
B73v3,C,GRMZM2G138382,1,9,12,CAFA,GOMAP
B73v3,C,GRMZM2G077632,1,8,26,CAFA,GOMAP
B73v3,C,GRMZM2G312910,0.714285714285714,21,33,CAFA,GOMAP
B73v3,C,GRMZM2G376930,1,9,24,CAFA,GOMAP
B73v3,C,GRMZM2G143357,0.888888888888889,9,9,CAFA,GOMAP
B73v3,C,AC197672.3_FG002,0.888888888888889,9,23,CAFA,GOMAP
B73v3,C,GRMZM2G164202,0.615384615384615,13,15,CAFA,GOMAP
B73v3,C,GRMZM2G179941,1,9,21,CAFA,GOMAP
B73v3,C,GRMZM2G010044,1,9,12,CAFA,GOMAP
B73v3,C,GRMZM2G028640,1,8,18,CAFA,GOMAP
B73v3,C,GRMZM2G127393,1,9,15,CAFA,GOMAP
B73v3,C,GRMZM2G117412,0.7,10,19,CAFA,GOMAP
B73v3,C,GRMZM2G050570,1,9,14,CAFA,GOMAP
B73v3,C,GRMZM2G106164,1,9,21,CAFA,GOMAP
B73v3,C,GRMZM2G011213,0.875,8,13,CAFA,GOMAP
B73v3,C,GRMZM2G125052,1,9,25,CAFA,GOMAP
B73v3,C,GRMZM2G067514,1,8,12,CAFA,GOMAP
B73v3,C,GRMZM2G130064,1,19,34,CAFA,GOMAP
B73v3,C,GRMZM2G035063,0.888888888888889,9,14,CAFA,GOMAP
B73v3,C,GRMZM2G147819,1,8,16,CAFA,GOMAP
B73v3,C,GRMZM2G305167,0.8,10,23,CAFA,GOMAP
B73v3,C,GRMZM2G449496,1,13,38,CAFA,GOMAP
B73v3,C,GRMZM2G436001,0.230769230769231,13,3,CAFA,GOMAP
B73v3,C,GRMZM2G148709,0.888888888888889,9,11,CAFA,GOMAP
B73v3,C,GRMZM2G078963,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G477236,0.5,10,17,CAFA,GOMAP
B73v3,C,GRMZM2G144993,0,0,0,CAFA,GOMAP
B73v3,C,AC207652.3_FG002,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G007372,0.615384615384615,13,10,CAFA,GOMAP
B73v3,C,GRMZM2G081826,1,8,25,CAFA,GOMAP
B73v3,C,GRMZM2G145890,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G007441,0.888888888888889,9,28,CAFA,GOMAP
B73v3,C,GRMZM2G174669,0.875,8,13,CAFA,GOMAP
B73v3,C,GRMZM2G168335,0.769230769230769,13,29,CAFA,GOMAP
B73v3,C,GRMZM2G125844,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G180343,0,0,0,CAFA,GOMAP
B73v3,C,GRMZM2G038338,1,8,23,CAFA,GOMAP
B73v3,C,GRMZM2G108467,0.8,10,32,CAFA,GOMAP
B73v3,C,GRMZM2G033208,1,9,17,CAFA,GOMAP
B73v3,C,GRMZM2G166441,0.75,24,25,CAFA,GOMAP
B73v3,C,GRMZM2G076006,1,9,19,CAFA,GOMAP
B73v3,C,GRMZM2G484344,0.375,8,3,CAFA,GOMAP
B73v3,C,GRMZM2G005526,0.125,8,2,CAFA,GOMAP
