inbred,aspect,db_object_symbol,rc,num_gold,num_pred,evalType,source
B73v4,C,Zm00001d033555,0.777777777777778,9,8,CAFA,Community
B73v4,P,Zm00001d042843,0.323943661971831,71,24,CAFA,Community
B73v4,C,Zm00001d009877,1,13,34,CAFA,Community
B73v4,C,Zm00001d038984,0.8,10,25,CAFA,Community
B73v4,C,Zm00001d035898,1,8,22,CAFA,Community
B73v4,C,Zm00001d029721,0.125,8,6,CAFA,Community
B73v4,C,Zm00001d013618,1,8,9,CAFA,Community
B73v4,C,Zm00001d019124,1,8,14,CAFA,Community
B73v4,C,Zm00001d021507,0.333333333333333,9,3,CAFA,Community
B73v4,C,Zm00001d001812,0.888888888888889,9,9,CAFA,Community
B73v4,C,Zm00001d030549,1,8,9,CAFA,Community
B73v4,C,Zm00001d043119,0.125,8,4,CAFA,Community
B73v4,C,Zm00001d002454,0.888888888888889,9,9,CAFA,Community
B73v4,C,Zm00001d014488,0.857142857142857,14,25,CAFA,Community
B73v4,C,Zm00001d023427,1,8,9,CAFA,Community
B73v4,C,Zm00001d005351,1,9,11,CAFA,Community
B73v4,C,Zm00001d004634,0,0,0,CAFA,Community
B73v4,C,Zm00001d042847,1,13,17,CAFA,Community
B73v4,F,Zm00001d042312,0.666666666666667,3,64,CAFA,Community
B73v4,C,Zm00001d028669,0.129032258064516,31,16,CAFA,Community
B73v4,C,Zm00001d021715,0.375,8,3,CAFA,Community
B73v4,C,Zm00001d033317,1,10,24,CAFA,Community
B73v4,C,Zm00001d016665,1,11,31,CAFA,Community
B73v4,C,Zm00001d035969,0.5,14,7,CAFA,Community
B73v4,C,Zm00001d042978,0.538461538461538,13,8,CAFA,Community
B73v4,C,Zm00001d015094,0.2,10,4,CAFA,Community
B73v4,C,Zm00001d022264,0.5,4,4,CAFA,Community
B73v4,P,Zm00001d022264,0.62962962962963,27,19,CAFA,Community
B73v4,C,Zm00001d030130,0.166666666666667,24,4,CAFA,Community
B73v4,C,Zm00001d048441,0.125,8,4,CAFA,Community
B73v4,C,Zm00001d026402,0.375,8,3,CAFA,Community
B73v4,C,Zm00001d044925,0.888888888888889,9,9,CAFA,Community
B73v4,C,Zm00001d015210,0,0,0,CAFA,Community
B73v4,C,Zm00001d020604,0,0,0,CAFA,Community
B73v4,C,Zm00001d042976,0,0,0,CAFA,Community
B73v4,C,Zm00001d004960,0.888888888888889,9,13,CAFA,Community
B73v4,C,Zm00001d038835,0,0,0,CAFA,Community
B73v4,C,Zm00001d011192,0.333333333333333,9,3,CAFA,Community
B73v4,C,Zm00001d038485,0.4,10,4,CAFA,Community
B73v4,C,Zm00001d038490,0.875,8,13,CAFA,Community
B73v4,C,Zm00001d042061,0.333333333333333,9,4,CAFA,Community
B73v4,F,Zm00001d045387,1,9,37,CAFA,Community
B73v4,P,Zm00001d045387,0.578947368421053,19,22,CAFA,Community
B73v4,C,Zm00001d031437,0.25,4,4,CAFA,Community
B73v4,P,Zm00001d018565,0,22,27,CAFA,Community
B73v4,F,Zm00001d018969,0.941176470588235,51,48,CAFA,Community
B73v4,C,Zm00001d018969,1,8,9,CAFA,Community
B73v4,P,Zm00001d018535,0.0833333333333333,12,46,CAFA,Community
B73v4,P,Zm00001d015618,1,17,18,CAFA,Community
B73v4,F,Zm00001d015618,1,7,14,CAFA,Community
B73v4,P,Zm00001d043511,0.137931034482759,29,66,CAFA,Community
B73v4,F,Zm00001d031802,0.857142857142857,7,7,CAFA,Community
B73v4,P,Zm00001d031802,0,7,2,CAFA,Community
B73v4,F,Zm00001d013659,0,0,0,CAFA,Community
B73v4,C,Zm00001d013659,1,7,10,CAFA,Community
B73v4,P,Zm00001d013659,0.0847457627118644,59,7,CAFA,Community
B73v4,C,Zm00001d034962,1,9,9,CAFA,Community
B73v4,P,Zm00001d034962,0.875,40,55,CAFA,Community
B73v4,P,Zm00001d043325,1,14,78,CAFA,Community
B73v4,P,Zm00001d003913,1,14,41,CAFA,Community
Mo17,C,Zm00014a014854,1,8,19,CAFA,GOMAP
Mo17,C,Zm00014a004616,1,9,14,CAFA,GOMAP
Mo17,C,Zm00014a015908,1,8,12,CAFA,GOMAP
Mo17,C,Zm00014a035140,1,8,16,CAFA,GOMAP
Mo17,C,Zm00014a011301,1,9,11,CAFA,GOMAP
Mo17,C,Zm00014a030122,1,9,20,CAFA,GOMAP
Mo17,C,Zm00014a010068,0.777777777777778,9,28,CAFA,GOMAP
Mo17,C,Zm00014a027175,0.769230769230769,13,18,CAFA,GOMAP
Mo17,C,Zm00014a025332,0.230769230769231,13,5,CAFA,GOMAP
Mo17,F,Zm00014a036843,1,1,5,CAFA,GOMAP
Mo17,C,Zm00014a036843,0.692307692307692,13,14,CAFA,GOMAP
Mo17,P,Zm00014a043385,0.7,10,115,CAFA,GOMAP
Mo17,C,Zm00014a043379,1,6,22,CAFA,GOMAP
Mo17,C,Zm00014a035592,0.461538461538462,13,7,CAFA,GOMAP
Mo17,C,Zm00014a013613,0.8,10,20,CAFA,GOMAP
Mo17,C,Zm00014a018652,0.8,10,38,CAFA,GOMAP
Mo17,C,Zm00014a030796,1,9,11,CAFA,GOMAP
Mo17,C,Zm00014a038400,0,0,0,CAFA,GOMAP
Mo17,C,Zm00014a036543,0.5,8,10,CAFA,GOMAP
Mo17,C,Zm00014a031031,0.888888888888889,9,9,CAFA,GOMAP
Mo17,C,Zm00014a041762,1,9,25,CAFA,GOMAP
Mo17,C,Zm00014a036449,0.888888888888889,9,9,CAFA,GOMAP
Mo17,C,Zm00014a043963,0.888888888888889,9,9,CAFA,GOMAP
Mo17,C,Zm00014a030290,0.857142857142857,14,24,CAFA,GOMAP
Mo17,C,Zm00014a017396,1,8,9,CAFA,GOMAP
Mo17,C,Zm00014a020203,0.888888888888889,9,10,CAFA,GOMAP
Mo17,P,Zm00014a001665,0.8,5,62,CAFA,GOMAP
Mo17,C,Zm00014a002916,1,14,38,CAFA,GOMAP
Mo17,C,Zm00014a014486,1,6,21,CAFA,GOMAP
Mo17,C,Zm00014a010053,1,9,13,CAFA,GOMAP
Mo17,C,Zm00014a007426,1,9,12,CAFA,GOMAP
Mo17,C,Zm00014a016532,0.625,16,15,CAFA,GOMAP
Mo17,C,Zm00014a031734,0.516129032258065,31,29,CAFA,GOMAP
Mo17,C,Zm00014a026720,1,8,14,CAFA,GOMAP
Mo17,C,Zm00014a005920,1,8,11,CAFA,GOMAP
Mo17,C,Zm00014a042852,1,9,37,CAFA,GOMAP
Mo17,C,Zm00014a004356,0.777777777777778,9,16,CAFA,GOMAP
Mo17,P,Zm00014a004356,1,12,120,CAFA,GOMAP
Mo17,C,Zm00014a019553,1,9,20,CAFA,GOMAP
Mo17,C,Zm00014a014125,0.75,8,10,CAFA,GOMAP
Mo17,C,Zm00014a006276,1,8,23,CAFA,GOMAP
Mo17,C,Zm00014a040022,1,9,22,CAFA,GOMAP
Mo17,C,Zm00014a001129,1,6,20,CAFA,GOMAP
Mo17,C,Zm00014a004739,1,12,26,CAFA,GOMAP
Mo17,C,Zm00014a044094,1,9,30,CAFA,GOMAP
Mo17,C,Zm00014a001970,1,8,12,CAFA,GOMAP
Mo17,C,Zm00014a001971,0.875,8,32,CAFA,GOMAP
Mo17,C,Zm00014a032753,1,8,9,CAFA,GOMAP
Mo17,C,Zm00014a013970,1,9,35,CAFA,GOMAP
Mo17,C,Zm00014a044422,0.888888888888889,9,10,CAFA,GOMAP
Mo17,C,Zm00014a034370,1,9,15,CAFA,GOMAP
Mo17,C,Zm00014a001618,0.888888888888889,9,26,CAFA,GOMAP
Mo17,C,Zm00014a003933,1,12,22,CAFA,GOMAP
Mo17,C,Zm00014a025950,1,9,17,CAFA,GOMAP
Mo17,C,Zm00014a037695,0.615384615384615,13,11,CAFA,GOMAP
Mo17,C,Zm00014a025239,1,9,11,CAFA,GOMAP
Mo17,C,Zm00014a020764,0.354838709677419,31,16,CAFA,GOMAP
Mo17,C,Zm00014a009612,0.888888888888889,9,15,CAFA,GOMAP
Mo17,C,Zm00014a016432,1,8,10,CAFA,GOMAP
Mo17,C,Zm00014a025722,1,8,16,CAFA,GOMAP
Mo17,C,Zm00014a026085,1,9,23,CAFA,GOMAP
Mo17,C,Zm00014a026285,0.777777777777778,9,11,CAFA,GOMAP
Mo17,C,Zm00014a038021,1,9,12,CAFA,GOMAP
Mo17,C,Zm00014a025976,1,9,18,CAFA,GOMAP
Mo17,P,Zm00014a041836,0.7,10,62,CAFA,GOMAP
Mo17,C,Zm00014a030595,0.875,8,22,CAFA,GOMAP
Mo17,C,Zm00014a042575,1,8,11,CAFA,GOMAP
Mo17,C,Zm00014a024025,1,8,17,CAFA,GOMAP
Mo17,P,Zm00014a016207,0.333333333333333,24,59,CAFA,GOMAP
Mo17,C,Zm00014a030848,0.888888888888889,9,15,CAFA,GOMAP
Mo17,C,Zm00014a033375,0.615384615384615,13,10,CAFA,GOMAP
Mo17,C,Zm00014a034174,0.857142857142857,14,35,CAFA,GOMAP
Mo17,C,Zm00014a040226,0.483870967741936,31,21,CAFA,GOMAP
Mo17,C,Zm00014a012706,0.125,8,4,CAFA,GOMAP
Mo17,C,Zm00014a018315,1,8,16,CAFA,GOMAP
Mo17,C,Zm00014a007901,0.8,10,31,CAFA,GOMAP
Mo17,C,Zm00014a041747,1,9,15,CAFA,GOMAP
Mo17,C,Zm00014a014247,0.615384615384615,13,13,CAFA,GOMAP
Mo17,C,Zm00014a004083,1,9,30,CAFA,GOMAP
Mo17,C,Zm00014a030640,1,8,13,CAFA,GOMAP
Mo17,C,Zm00014a030127,0.888888888888889,9,10,CAFA,GOMAP
Mo17,C,Zm00014a035349,0.5,10,12,CAFA,GOMAP
Mo17,C,Zm00014a017436,1,8,13,CAFA,GOMAP
Mo17,C,Zm00014a012527,1,8,18,CAFA,GOMAP
Mo17,C,Zm00014a000247,0.888888888888889,9,13,CAFA,GOMAP
Mo17,C,Zm00014a017297,0.375,8,7,CAFA,GOMAP
Mo17,C,Zm00014a003796,1,8,28,CAFA,GOMAP
Mo17,C,Zm00014a005631,0.483870967741936,31,22,CAFA,GOMAP
Mo17,C,Zm00014a034660,0.692307692307692,13,10,CAFA,GOMAP
Mo17,C,Zm00014a021270,1,8,14,CAFA,GOMAP
Mo17,C,Zm00014a038032,0.666666666666667,24,26,CAFA,GOMAP
Mo17,C,Zm00014a017834,0.888888888888889,9,12,CAFA,GOMAP
Mo17,C,Zm00014a023710,1,9,13,CAFA,GOMAP
Mo17,C,Zm00014a021400,1,9,37,CAFA,GOMAP
Mo17,C,Zm00014a000190,1,9,26,CAFA,GOMAP
Mo17,P,Zm00014a021378,0.833333333333333,6,85,CAFA,GOMAP
Mo17,C,Zm00014a021378,1,12,27,CAFA,GOMAP
Mo17,C,Zm00014a020234,1,9,11,CAFA,GOMAP
Mo17,C,Zm00014a035794,1,8,10,CAFA,GOMAP
Mo17,C,Zm00014a010475,1,8,19,CAFA,GOMAP
Mo17,C,Zm00014a041502,1,9,16,CAFA,GOMAP
Mo17,C,Zm00014a000013,0.8,10,20,CAFA,GOMAP
Mo17,C,Zm00014a004144,1,8,32,CAFA,GOMAP
Mo17,C,Zm00014a020967,1,9,11,CAFA,GOMAP
Mo17,C,Zm00014a043837,0.8,10,31,CAFA,GOMAP
Mo17,C,Zm00014a040369,1,11,20,CAFA,GOMAP
Mo17,C,Zm00014a037286,0.875,8,11,CAFA,GOMAP
Mo17,C,Zm00014a005615,0.8,10,33,CAFA,GOMAP
Mo17,C,Zm00014a040211,0.483870967741936,31,23,CAFA,GOMAP
Mo17,C,Zm00014a034779,0.5,8,14,CAFA,GOMAP
Mo17,C,Zm00014a008499,1,9,30,CAFA,GOMAP
Mo17,C,Zm00014a040210,1,8,40,CAFA,GOMAP
Mo17,C,Zm00014a025894,1,8,9,CAFA,GOMAP
Mo17,F,Zm00014a009997,0.8,5,9,CAFA,GOMAP
Mo17,P,Zm00014a009997,0.25,8,54,CAFA,GOMAP
Mo17,C,Zm00014a022469,1,8,21,CAFA,GOMAP
Mo17,C,Zm00014a023171,1,8,12,CAFA,GOMAP
Mo17,C,Zm00014a001786,1,8,35,CAFA,GOMAP
Mo17,C,Zm00014a010359,1,6,24,CAFA,GOMAP
Mo17,C,Zm00014a020610,1,8,12,CAFA,GOMAP
Mo17,C,Zm00014a024767,0.615384615384615,13,11,CAFA,GOMAP
Mo17,C,Zm00014a025079,0.580645161290323,31,29,CAFA,GOMAP
Mo17,C,Zm00014a001785,0.8,10,20,CAFA,GOMAP
Mo17,C,Zm00014a001791,0.8,10,24,CAFA,GOMAP
Mo17,C,Zm00014a028583,1,9,13,CAFA,GOMAP
Mo17,C,Zm00014a025058,1,9,24,CAFA,GOMAP
Mo17,C,Zm00014a028169,1,9,16,CAFA,GOMAP
Mo17,C,Zm00014a016576,0.714285714285714,21,33,CAFA,GOMAP
Mo17,C,Zm00014a021277,1,9,17,CAFA,GOMAP
Mo17,C,Zm00014a000702,0.777777777777778,9,12,CAFA,GOMAP
Mo17,P,Zm00014a034172,0.230769230769231,13,80,CAFA,GOMAP
Mo17,C,Zm00014a011923,0.888888888888889,9,10,CAFA,GOMAP
Mo17,C,Zm00014a010317,1,9,12,CAFA,GOMAP
Mo17,C,Zm00014a013707,1,8,9,CAFA,GOMAP
Mo17,C,Zm00014a032612,1,8,14,CAFA,GOMAP
Mo17,C,Zm00014a018400,1,8,24,CAFA,GOMAP
Mo17,C,Zm00014a015820,0.888888888888889,9,9,CAFA,GOMAP
Mo17,C,Zm00014a001021,1,8,20,CAFA,GOMAP
Mo17,C,Zm00014a011270,1,12,29,CAFA,GOMAP
Mo17,C,Zm00014a041161,1,9,26,CAFA,GOMAP
Mo17,C,Zm00014a008663,1,7,8,CAFA,GOMAP
Mo17,C,Zm00014a044238,1,8,9,CAFA,GOMAP
Mo17,C,Zm00014a010595,0.483870967741936,31,23,CAFA,GOMAP
Mo17,C,Zm00014a002969,0.714285714285714,21,30,CAFA,GOMAP
Mo17,C,Zm00014a011707,1,12,25,CAFA,GOMAP
Mo17,F,Zm00014a001095,1,4,5,CAFA,GOMAP
Mo17,C,Zm00014a001095,0.875,8,10,CAFA,GOMAP
Mo17,P,Zm00014a001095,1,10,102,CAFA,GOMAP
Mo17,C,Zm00014a042519,1,8,11,CAFA,GOMAP
Mo17,C,Zm00014a001271,0.714285714285714,21,30,CAFA,GOMAP
Mo17,C,Zm00014a011711,0.612903225806452,31,37,CAFA,GOMAP
Mo17,C,Zm00014a021728,1,8,14,CAFA,GOMAP
Mo17,C,Zm00014a029637,1,8,16,CAFA,GOMAP
Mo17,C,Zm00014a032090,0.714285714285714,21,18,CAFA,GOMAP
Mo17,C,Zm00014a015295,1,8,40,CAFA,GOMAP
Mo17,P,Zm00014a032398,0.5,8,55,CAFA,GOMAP
Mo17,C,Zm00014a027372,0.8,10,35,CAFA,GOMAP
Mo17,C,Zm00014a000843,0.615384615384615,13,9,CAFA,GOMAP
Mo17,C,Zm00014a015078,1,9,15,CAFA,GOMAP
Mo17,C,Zm00014a000842,1,8,12,CAFA,GOMAP
Mo17,C,Zm00014a017979,0.785714285714286,14,16,CAFA,GOMAP
Mo17,C,Zm00014a028100,0.375,8,7,CAFA,GOMAP
Mo17,C,Zm00014a037038,1,8,16,CAFA,GOMAP
Mo17,C,Zm00014a043728,1,9,20,CAFA,GOMAP
Mo17,C,Zm00014a011660,0.928571428571429,14,33,CAFA,GOMAP
Mo17,C,Zm00014a016691,1,9,16,CAFA,GOMAP
Mo17,C,Zm00014a008332,0.75,24,23,CAFA,GOMAP
Mo17,C,Zm00014a042717,0.8,10,39,CAFA,GOMAP
Mo17,C,Zm00014a000677,1,8,16,CAFA,GOMAP
Mo17,C,Zm00014a006066,1,9,17,CAFA,GOMAP
Mo17,C,Zm00014a007593,0.615384615384615,13,12,CAFA,GOMAP
Mo17,C,Zm00014a007021,0.777777777777778,9,15,CAFA,GOMAP
Mo17,C,Zm00014a008465,0.875,8,8,CAFA,GOMAP
Mo17,C,Zm00014a034452,1,19,40,CAFA,GOMAP
Mo17,C,Zm00014a022129,0.6,10,18,CAFA,GOMAP
Mo17,C,Zm00014a020237,1,8,16,CAFA,GOMAP
Mo17,C,Zm00014a013966,0.538461538461538,13,9,CAFA,GOMAP
Mo17,C,Zm00014a037267,1,9,11,CAFA,GOMAP
Mo17,C,Zm00014a008014,1,4,11,CAFA,GOMAP
Mo17,P,Zm00014a008014,0.136363636363636,22,18,CAFA,GOMAP
Mo17,C,Zm00014a032730,1,4,6,CAFA,GOMAP
Mo17,P,Zm00014a032730,0.0454545454545455,22,28,CAFA,GOMAP
Mo17,C,Zm00014a023041,1,9,12,CAFA,GOMAP
Mo17,P,Zm00014a028619,0.303030303030303,33,31,CAFA,GOMAP
Mo17,C,Zm00014a024672,1,9,15,CAFA,GOMAP
Mo17,C,Zm00014a010100,0.888888888888889,9,12,CAFA,GOMAP
Mo17,C,Zm00014a032049,0.516129032258065,31,32,CAFA,GOMAP
Mo17,C,Zm00014a023579,1,8,19,CAFA,GOMAP
Mo17,C,Zm00014a025740,1,9,14,CAFA,GOMAP
Mo17,C,Zm00014a025730,1,9,11,CAFA,GOMAP
Mo17,C,Zm00014a024776,0.375,8,4,CAFA,GOMAP
Mo17,C,Zm00014a025191,1,6,24,CAFA,GOMAP
Mo17,C,Zm00014a038689,0.387096774193548,31,19,CAFA,GOMAP
Mo17,P,Zm00014a042665,0.142857142857143,14,7,CAFA,GOMAP
Mo17,F,Zm00014a042665,0.25,8,8,CAFA,GOMAP
Mo17,C,Zm00014a028418,1,8,22,CAFA,GOMAP
Mo17,C,Zm00014a007405,1,9,19,CAFA,GOMAP
Mo17,C,Zm00014a032007,1,8,15,CAFA,GOMAP
Mo17,C,Zm00014a002120,0.714285714285714,21,39,CAFA,GOMAP
Mo17,C,Zm00014a009511,0.888888888888889,9,17,CAFA,GOMAP
Mo17,C,Zm00014a040000,0.615384615384615,13,10,CAFA,GOMAP
Mo17,C,Zm00014a040552,1,8,35,CAFA,GOMAP
Mo17,C,Zm00014a013561,1,9,11,CAFA,GOMAP
Mo17,C,Zm00014a041579,1,9,16,CAFA,GOMAP
Mo17,C,Zm00014a039803,1,7,7,CAFA,GOMAP
Mo17,P,Zm00014a039803,0.8,10,131,CAFA,GOMAP
Mo17,C,Zm00014a014405,1,8,12,CAFA,GOMAP
Mo17,C,Zm00014a041582,1,9,16,CAFA,GOMAP
Mo17,C,Zm00014a032002,0.5625,16,10,CAFA,GOMAP
Mo17,C,Zm00014a004726,1,10,31,CAFA,GOMAP
Mo17,C,Zm00014a028482,0.714285714285714,21,34,CAFA,GOMAP
Mo17,C,Zm00014a000994,1,9,11,CAFA,GOMAP
Mo17,F,Zm00014a028483,1,5,24,CAFA,GOMAP
Mo17,P,Zm00014a028483,0,28,40,CAFA,GOMAP
Mo17,C,Zm00014a028483,0.769230769230769,13,17,CAFA,GOMAP
Mo17,C,Zm00014a021952,1,9,13,CAFA,GOMAP
Mo17,C,Zm00014a026686,1,6,20,CAFA,GOMAP
Mo17,P,Zm00014a019030,1,6,178,CAFA,GOMAP
Mo17,P,Zm00014a039956,0.3125,16,39,CAFA,GOMAP
Mo17,C,Zm00014a011611,1,9,24,CAFA,GOMAP
Mo17,C,Zm00014a008886,0.928571428571429,14,41,CAFA,GOMAP
Mo17,C,Zm00014a042018,0.483870967741936,31,34,CAFA,GOMAP
Mo17,C,Zm00014a041115,1,9,16,CAFA,GOMAP
Mo17,C,Zm00014a010919,0.8,10,32,CAFA,GOMAP
Mo17,C,Zm00014a023526,1,9,29,CAFA,GOMAP
Mo17,F,Zm00014a014233,1,4,4,CAFA,GOMAP
Mo17,P,Zm00014a014233,1,28,199,CAFA,GOMAP
Mo17,C,Zm00014a014233,1,9,17,CAFA,GOMAP
Mo17,C,Zm00014a011617,0.769230769230769,13,25,CAFA,GOMAP
Mo17,C,Zm00014a001756,1,9,30,CAFA,GOMAP
Mo17,C,Zm00014a043760,0.888888888888889,9,10,CAFA,GOMAP
Mo17,C,Zm00014a008427,1,12,13,CAFA,GOMAP
Mo17,C,Zm00014a010404,1,9,21,CAFA,GOMAP
Mo17,P,Zm00014a011529,1,10,44,CAFA,GOMAP
Mo17,F,Zm00014a011529,1,7,15,CAFA,GOMAP
Mo17,C,Zm00014a035614,1,8,9,CAFA,GOMAP
Mo17,C,Zm00014a039330,1,9,11,CAFA,GOMAP
Mo17,C,Zm00014a036448,0.483870967741936,31,27,CAFA,GOMAP
Mo17,C,Zm00014a020226,0.4,10,4,CAFA,GOMAP
Mo17,C,Zm00014a018540,1,9,11,CAFA,GOMAP
Mo17,F,Zm00014a040972,1,5,5,CAFA,GOMAP
Mo17,P,Zm00014a040972,1,26,39,CAFA,GOMAP
Mo17,C,Zm00014a040972,0.888888888888889,9,9,CAFA,GOMAP
Mo17,C,Zm00014a006336,1,9,23,CAFA,GOMAP
Mo17,C,Zm00014a028504,0.857142857142857,14,26,CAFA,GOMAP
Mo17,C,Zm00014a039351,1,6,38,CAFA,GOMAP
Mo17,C,Zm00014a026499,0.888888888888889,9,10,CAFA,GOMAP
Mo17,C,Zm00014a023941,1,8,12,CAFA,GOMAP
Mo17,C,Zm00014a025634,1,8,17,CAFA,GOMAP
Mo17,C,Zm00014a016285,1,9,12,CAFA,GOMAP
Mo17,C,Zm00014a041512,1,9,13,CAFA,GOMAP
Mo17,C,Zm00014a003457,1,9,15,CAFA,GOMAP
Mo17,C,Zm00014a026528,1,8,9,CAFA,GOMAP
Mo17,C,Zm00014a002225,0.615384615384615,13,15,CAFA,GOMAP
Mo17,C,Zm00014a009127,1,9,20,CAFA,GOMAP
Mo17,C,Zm00014a044553,0.857142857142857,14,24,CAFA,GOMAP
Mo17,C,Zm00014a009589,1,8,9,CAFA,GOMAP
Mo17,C,Zm00014a031746,0.419354838709677,31,23,CAFA,GOMAP
Mo17,C,Zm00014a040005,1,8,20,CAFA,GOMAP
Mo17,C,Zm00014a005304,1,8,22,CAFA,GOMAP
Mo17,C,Zm00014a013356,1,12,22,CAFA,GOMAP
Mo17,C,Zm00014a007708,1,6,20,CAFA,GOMAP
Mo17,C,Zm00014a038314,1,12,32,CAFA,GOMAP
Mo17,C,Zm00014a004562,0.875,16,30,CAFA,GOMAP
Mo17,C,Zm00014a038802,1,12,15,CAFA,GOMAP
Mo17,C,Zm00014a005822,1,6,21,CAFA,GOMAP
Mo17,C,Zm00014a003091,1,9,11,CAFA,GOMAP
Mo17,C,Zm00014a024544,1,9,18,CAFA,GOMAP
Mo17,C,Zm00014a016499,0.777777777777778,9,18,CAFA,GOMAP
Mo17,C,Zm00014a016498,0.333333333333333,9,4,CAFA,GOMAP
Mo17,F,Zm00014a044686,1,5,11,CAFA,GOMAP
Mo17,P,Zm00014a044686,0.96,25,36,CAFA,GOMAP
Mo17,C,Zm00014a044686,1,9,17,CAFA,GOMAP
Mo17,C,Zm00014a035106,1,12,29,CAFA,GOMAP
Mo17,C,Zm00014a035105,0.714285714285714,21,25,CAFA,GOMAP
Mo17,C,Zm00014a011510,1,9,21,CAFA,GOMAP
Mo17,C,Zm00014a023134,1,8,15,CAFA,GOMAP
Mo17,C,Zm00014a021026,1,8,42,CAFA,GOMAP
Mo17,C,Zm00014a011872,1,9,12,CAFA,GOMAP
Mo17,C,Zm00014a018815,0.5,8,7,CAFA,GOMAP
Mo17,C,Zm00014a037046,1,8,11,CAFA,GOMAP
Mo17,C,Zm00014a021027,0.8,10,32,CAFA,GOMAP
Mo17,C,Zm00014a015967,0.611111111111111,18,17,CAFA,GOMAP
Mo17,C,Zm00014a022875,1,8,19,CAFA,GOMAP
Mo17,C,Zm00014a021171,1,8,21,CAFA,GOMAP
Mo17,C,Zm00014a010380,1,4,19,CAFA,GOMAP
Mo17,F,Zm00014a010380,1,17,58,CAFA,GOMAP
Mo17,C,Zm00014a025165,0.0769230769230769,13,4,CAFA,GOMAP
Mo17,C,Zm00014a039131,1,8,14,CAFA,GOMAP
Mo17,C,Zm00014a028687,0.777777777777778,9,12,CAFA,GOMAP
Mo17,C,Zm00014a022794,1,8,9,CAFA,GOMAP
Mo17,C,Zm00014a019142,1,8,10,CAFA,GOMAP
Mo17,P,Zm00014a003781,0.466666666666667,45,73,CAFA,GOMAP
Mo17,C,Zm00014a000829,0.483870967741936,31,25,CAFA,GOMAP
Mo17,C,Zm00014a021317,1,8,15,CAFA,GOMAP
Mo17,C,Zm00014a042504,1,9,17,CAFA,GOMAP
Mo17,C,Zm00014a008765,1,9,12,CAFA,GOMAP
Mo17,P,Zm00014a033264,0.612244897959184,49,67,CAFA,GOMAP
Mo17,C,Zm00014a032168,0.714285714285714,21,33,CAFA,GOMAP
Mo17,C,Zm00014a037642,0.666666666666667,18,27,CAFA,GOMAP
Mo17,C,Zm00014a030619,1,9,17,CAFA,GOMAP
Mo17,C,Zm00014a000628,1,9,19,CAFA,GOMAP
Mo17,C,Zm00014a024092,1,8,16,CAFA,GOMAP
Mo17,C,Zm00014a017136,1,8,20,CAFA,GOMAP
Mo17,C,Zm00014a010482,0.8,10,32,CAFA,GOMAP
Mo17,C,Zm00014a018999,1,9,22,CAFA,GOMAP
Mo17,P,Zm00014a019736,0.545454545454545,11,109,CAFA,GOMAP
Mo17,C,Zm00014a019737,0.125,8,4,CAFA,GOMAP
Mo17,C,Zm00014a017228,1,14,30,CAFA,GOMAP
Mo17,P,Zm00014a017228,1,30,39,CAFA,GOMAP
Mo17,F,Zm00014a008615,1,1,112,CAFA,GOMAP
Mo17,C,Zm00014a008615,1,11,54,CAFA,GOMAP
Mo17,P,Zm00014a008615,0.9,10,383,CAFA,GOMAP
Mo17,C,Zm00014a017833,1,8,13,CAFA,GOMAP
Mo17,C,Zm00014a015692,1,9,11,CAFA,GOMAP
Mo17,C,Zm00014a041656,1,8,9,CAFA,GOMAP
Mo17,C,Zm00014a007059,1,14,28,CAFA,GOMAP
Mo17,C,Zm00014a042108,1,9,20,CAFA,GOMAP
Mo17,C,Zm00014a028148,1,8,12,CAFA,GOMAP
Mo17,C,Zm00014a006788,1,9,32,CAFA,GOMAP
Mo17,C,Zm00014a005085,1,8,17,CAFA,GOMAP
Mo17,C,Zm00014a001955,1,11,24,CAFA,GOMAP
Mo17,C,Zm00014a022146,0.5,6,11,CAFA,GOMAP
Mo17,C,Zm00014a035282,1,8,10,CAFA,GOMAP
Mo17,C,Zm00014a014670,0.8,10,33,CAFA,GOMAP
Mo17,C,Zm00014a006790,1,8,14,CAFA,GOMAP
Mo17,C,Zm00014a014671,1,9,15,CAFA,GOMAP
Mo17,C,Zm00014a029828,0.615384615384615,13,18,CAFA,GOMAP
Mo17,C,Zm00014a032903,1,8,24,CAFA,GOMAP
Mo17,C,Zm00014a037168,1,8,13,CAFA,GOMAP
Mo17,C,Zm00014a017532,0.25,8,6,CAFA,GOMAP
Mo17,P,Zm00014a017532,0.266666666666667,30,31,CAFA,GOMAP
Mo17,C,Zm00014a005128,0.375,8,3,CAFA,GOMAP
Mo17,C,Zm00014a005127,0.75,12,17,CAFA,GOMAP
Mo17,C,Zm00014a025311,0.75,24,29,CAFA,GOMAP
Mo17,C,Zm00014a033835,1,9,11,CAFA,GOMAP
Mo17,C,Zm00014a031700,0.615384615384615,13,13,CAFA,GOMAP
Mo17,C,Zm00014a020328,1,9,17,CAFA,GOMAP
Mo17,C,Zm00014a020003,0.666666666666667,24,23,CAFA,GOMAP
Mo17,C,Zm00014a028042,1,14,37,CAFA,GOMAP
Mo17,C,Zm00014a001574,1,9,17,CAFA,GOMAP
Mo17,C,Zm00014a036712,1,8,16,CAFA,GOMAP
Mo17,C,Zm00014a002508,1,9,33,CAFA,GOMAP
Mo17,C,Zm00014a037032,1,9,16,CAFA,GOMAP
